Invoice No,Invoice Date,Customer Code,Customer Name,Customer Type,Region,State,City,Product Code,Product Name,Category,Brand,Quantity,Unit Price,Payment Status,Payment Mode,Sales Person,Gross Sales,Discount %,Discount Amount,Tax %,Tax Amount,Net Sales,Cost,Profit
INV00000530,2025-09-02,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000025,Drill 200 GSM,Linen,Alok,369,380.73,Paid,UPI,Priya Verma,140489.37,10,14048.94,18,22759.28,149199.71,104796,21644.43
INV00000531,2024-05-04,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,436,410.93,Overdue,Cash,Neha Joshi,179165.48,0,0.0,18,32249.79,211415.27,146932,32233.48
INV00000532,2024-08-03,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,343,540.47,Overdue,Cheque,Vikas Jain,185381.21,5,9269.06,18,31700.19,207812.34,152292,23820.15
INV00000533,2025-02-04,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000039,Corduroy 240 GSM,Cotton Yarn,Raymond,347,626.27,Pending,Cheque,Neha Joshi,217315.69,15,32597.35,18,33249.3,217967.64,170377,14341.34
INV00000534,2025-06-10,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000010,Voile 140 GSM,Silk,Alok,463,438.55,Overdue,Cash,Neha Joshi,203048.65,15,30457.3,18,31066.44,203657.8,162976,9615.35
INV00000535,2024-01-01,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000045,Ribstop 240 GSM,Cotton Fabric,Garden,188,599.84,Overdue,Cash,Vikas Jain,112769.92,15,16915.49,18,17253.8,113108.23,86668,9186.43
INV00000536,2024-06-11,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000039,Corduroy 240 GSM,Cotton Yarn,Raymond,37,626.27,Overdue,UPI,Vikas Jain,23171.99,10,2317.2,18,3753.86,24608.65,18167,2687.79
INV00000537,2024-10-25,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,357,410.93,Pending,RTGS,Sneha Patel,146702.01,0,0.0,18,26406.36,173108.37,120309,26393.01
INV00000538,2025-05-01,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000045,Ribstop 240 GSM,Cotton Fabric,Garden,32,599.84,Paid,RTGS,Rahul Mehta,19194.88,15,2879.23,18,2936.82,19252.46,14752,1563.65
INV00000539,2025-08-01,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000033,Satin 280 GSM,Denim,Alok,425,173.6,Pending,NEFT,Neha Joshi,73780.0,5,3689.0,18,12616.38,82707.38,60350,9741.0
INV00000540,2024-06-30,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000008,Voile 160 GSM,Cotton Fabric,Reliance,94,622.3,Overdue,RTGS,Anjali Gupta,58496.2,10,5849.62,18,9476.38,62122.96,44086,8560.58
INV00000541,2025-05-05,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,424,540.47,Paid,Cash,Anjali Gupta,229159.28,0,0.0,18,41248.67,270407.95,188256,40903.28
INV00000542,2024-01-13,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,241,540.47,Paid,NEFT,Rohit Sharma,130253.27,0,0.0,18,23445.59,153698.86,107004,23249.27
INV00000543,2024-05-20,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000020,Denim 100 GSM,Silk,Garden,249,787.32,Pending,NEFT,Amit Shah,196042.68,10,19604.27,18,31758.91,208197.33,148902,27536.41
INV00000544,2025-03-06,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000048,Twill 100 GSM,Linen,Vardhman,492,588.08,Pending,NEFT,Vikas Jain,289335.36,5,14466.77,18,49476.35,324344.94,217464,57404.59
INV00000545,2025-08-02,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000044,Twill 140 GSM,Cotton Yarn,Reliance,78,322.71,Pending,UPI,Sneha Patel,25171.38,10,2517.14,18,4077.76,26732.01,21138,1516.24
INV00000546,2025-09-20,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000021,Drill 280 GSM,Cotton Yarn,Welspun,79,132.1,Pending,UPI,Rahul Mehta,10435.9,15,1565.38,18,1596.69,10467.21,7742,1128.51
INV00000547,2025-12-11,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,169,212.81,Overdue,Cash,Rahul Mehta,35964.89,0,0.0,18,6473.68,42438.57,31265,4699.89
INV00000548,2025-03-12,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000021,Drill 280 GSM,Cotton Yarn,Welspun,441,132.1,Paid,Cheque,Priya Verma,58256.1,10,5825.61,18,9437.49,61867.98,43218,9212.49
INV00000549,2024-08-17,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000010,Voile 140 GSM,Silk,Alok,449,438.55,Paid,Cash,Anjali Gupta,196908.95,15,29536.34,18,30127.07,197499.68,158048,9324.61
INV00000550,2025-05-08,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000017,Ribstop 320 GSM,Polyester,Arvind,474,787.49,Paid,Cash,Manish Kumar,373270.26,0,0.0,18,67188.65,440458.91,272076,101194.26
INV00000551,2024-10-05,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,310,173.1,Paid,NEFT,Amit Shah,53661.0,10,5366.1,18,8693.08,56987.98,38440,9854.9
INV00000552,2025-08-24,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,361,752.59,Overdue,NEFT,Manish Kumar,271684.99,15,40752.75,18,41567.8,272500.04,201438,29494.24
INV00000553,2024-01-17,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,77,707.42,Pending,UPI,Neha Joshi,54471.34,15,8170.7,18,8334.12,54634.75,44660,1640.64
INV00000554,2025-12-20,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000006,Canvas 240 GSM,Technical Textile,Vardhman,177,172.02,Overdue,RTGS,Amit Shah,30447.54,5,1522.38,18,5206.53,34131.69,23364,5561.16
INV00000555,2024-12-08,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000012,Poplin 100 GSM,Cotton Fabric,Reliance,89,206.96,Paid,NEFT,Rohit Sharma,18419.44,5,920.97,18,3149.72,20648.19,14596,2902.47
INV00000556,2024-03-28,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,206,617.27,Overdue,UPI,Sneha Patel,127157.62,10,12715.76,18,20599.53,135041.39,106502,7939.86
INV00000557,2025-04-18,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000012,Poplin 100 GSM,Cotton Fabric,Reliance,346,206.96,Pending,RTGS,Amit Shah,71608.16,0,0.0,18,12889.47,84497.63,56744,14864.16
INV00000558,2024-03-29,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000009,Satin 320 GSM,Polyester,Arvind,377,700.76,Pending,RTGS,Rohit Sharma,264186.52,10,26418.65,18,42798.22,280566.08,190762,47005.87
INV00000559,2025-10-04,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,134,752.59,Pending,NEFT,Rohit Sharma,100847.06,5,5042.35,18,17244.85,113049.55,74772,21032.71
INV00000560,2025-04-03,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,60,566.57,Overdue,UPI,Vikas Jain,33994.2,15,5099.13,18,5201.11,34096.18,26400,2495.07
INV00000561,2024-07-09,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,185,195.22,Pending,Cheque,Anjali Gupta,36115.7,0,0.0,18,6500.83,42616.53,27935,8180.7
INV00000562,2024-07-30,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000019,Denim 180 GSM,Linen,Vardhman,263,568.96,Overdue,UPI,Rohit Sharma,149636.48,5,7481.82,18,25587.84,167742.49,118087,24067.66
INV00000563,2024-02-29,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,371,707.42,Pending,Cheque,Rahul Mehta,262452.82,5,13122.64,18,44879.43,294209.61,215180,34150.18
INV00000564,2024-09-09,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000019,Denim 180 GSM,Linen,Vardhman,387,568.96,Pending,Cheque,Rohit Sharma,220187.52,15,33028.13,18,33688.69,220848.08,173763,13396.39
INV00000565,2025-12-16,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000004,Corduroy 140 GSM,Silk,Raymond,344,321.0,Overdue,NEFT,Rohit Sharma,110424.0,0,0.0,18,19876.32,130300.32,80152,30272.0
INV00000566,2025-01-17,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,317,566.57,Pending,RTGS,Rahul Mehta,179602.69,10,17960.27,18,29095.64,190738.06,139480,22162.42
INV00000567,2025-03-28,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,263,540.47,Overdue,UPI,Neha Joshi,142143.61,0,0.0,18,25585.85,167729.46,116772,25371.61
INV00000568,2024-10-17,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000008,Voile 160 GSM,Cotton Fabric,Reliance,431,622.3,Paid,NEFT,Manish Kumar,268211.3,15,40231.7,18,41036.33,269015.93,202139,25840.6
INV00000569,2024-03-20,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000018,Ribstop 180 GSM,Technical Textile,Welspun,242,257.91,Paid,Cash,Priya Verma,62414.22,0,0.0,18,11234.56,73648.78,46948,15466.22
INV00000570,2025-10-08,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,87,173.1,Paid,Cash,Vikas Jain,15059.7,5,752.98,18,2575.21,16881.92,10788,3518.71
INV00000571,2025-10-19,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000028,Satin 240 GSM,Viscose,Raymond,115,390.55,Pending,UPI,Rahul Mehta,44913.25,15,6736.99,18,6871.73,45047.99,38410,-233.74
INV00000572,2024-03-11,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000013,Twill 140 GSM,Linen,Welspun,190,193.63,Pending,RTGS,Vikas Jain,36789.7,5,1839.48,18,6291.04,41241.25,27550,7400.21
INV00000573,2024-02-05,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000043,Voile 240 GSM,Polyester,Raymond,354,232.56,Pending,NEFT,Amit Shah,82326.24,10,8232.62,18,13336.85,87430.47,69738,4355.62
INV00000574,2025-08-26,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,362,410.93,Pending,RTGS,Rahul Mehta,148756.66,10,14875.67,18,24098.58,157979.57,121994,11886.99
INV00000575,2024-09-25,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000018,Ribstop 180 GSM,Technical Textile,Welspun,324,257.91,Pending,NEFT,Priya Verma,83562.84,10,8356.28,18,13537.18,88743.74,62856,12350.56
INV00000576,2025-06-08,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000050,Voile 140 GSM,Denim,Welspun,418,187.55,Pending,Cheque,Rahul Mehta,78395.9,5,3919.8,18,13405.7,87881.8,59774,14702.11
INV00000577,2024-07-26,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,356,173.1,Pending,UPI,Priya Verma,61623.6,10,6162.36,18,9983.02,65444.26,44144,11317.24
INV00000578,2024-09-03,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000012,Poplin 100 GSM,Cotton Fabric,Reliance,22,206.96,Overdue,NEFT,Sneha Patel,4553.12,10,455.31,18,737.61,4835.41,3608,489.81
INV00000579,2024-11-03,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,75,707.42,Overdue,RTGS,Rohit Sharma,53056.5,5,2652.82,18,9072.66,59476.34,43500,6903.68
INV00000580,2025-08-20,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000031,Satin 120 GSM,Silk,Vardhman,332,634.54,Overdue,NEFT,Neha Joshi,210667.28,0,0.0,18,37920.11,248587.39,157036,53631.28
INV00000581,2024-07-21,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000028,Satin 240 GSM,Viscose,Raymond,397,390.55,Pending,UPI,Manish Kumar,155048.35,10,15504.84,18,25117.83,164661.35,132598,6945.52
INV00000582,2025-06-14,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,476,212.81,Pending,Cheque,Manish Kumar,101297.56,15,15194.63,18,15498.53,101601.45,88060,-1957.07
INV00000583,2024-01-19,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,408,173.1,Pending,Cash,Priya Verma,70624.8,10,7062.48,18,11441.22,75003.54,50592,12970.32
INV00000584,2024-07-29,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000050,Voile 140 GSM,Denim,Welspun,256,187.55,Overdue,UPI,Sneha Patel,48012.8,10,4801.28,18,7778.07,50989.59,36608,6603.52
INV00000585,2024-04-13,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000035,Voile 180 GSM,Silk,Raymond,453,466.86,Overdue,Cheque,Manish Kumar,211487.58,15,31723.14,18,32357.6,212122.04,155379,24385.44
INV00000586,2024-02-05,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000007,Ribstop 280 GSM,Cotton Yarn,Welspun,27,648.63,Paid,Cheque,Priya Verma,17513.01,0,0.0,18,3152.34,20665.35,14175,3338.01
INV00000587,2024-01-28,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,283,617.27,Overdue,RTGS,Manish Kumar,174687.41,10,17468.74,18,28299.36,185518.03,146311,10907.67
INV00000588,2024-02-10,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000048,Twill 100 GSM,Linen,Vardhman,333,588.08,Paid,Cheque,Manish Kumar,195830.64,10,19583.06,18,31724.56,207972.14,147186,29061.58
INV00000589,2024-08-30,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000034,Satin 240 GSM,Viscose,Raymond,31,537.58,Paid,NEFT,Rohit Sharma,16664.98,5,833.25,18,2849.71,18681.44,12927,2904.73
INV00000590,2025-09-02,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,224,212.81,Overdue,NEFT,Karan Singh,47669.44,5,2383.47,18,8151.47,53437.44,41440,3845.97
INV00000591,2024-12-23,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,449,617.27,Overdue,RTGS,Karan Singh,277154.23,15,41573.13,18,42404.6,277985.69,232133,3448.1
INV00000592,2024-07-04,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000021,Drill 280 GSM,Cotton Yarn,Welspun,151,132.1,Paid,Cash,Karan Singh,19947.1,0,0.0,18,3590.48,23537.58,14798,5149.1
INV00000593,2025-09-19,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000041,Drill 120 GSM,Silk,Welspun,232,139.65,Pending,NEFT,Priya Verma,32398.8,10,3239.88,18,5248.61,34407.53,26448,2710.92
INV00000594,2025-09-01,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000040,Lycra 320 GSM,Technical Textile,Trident,315,667.35,Paid,NEFT,Priya Verma,210215.25,5,10510.76,18,35946.81,235651.3,169155,30549.49
INV00000595,2025-07-29,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000020,Denim 100 GSM,Silk,Garden,58,787.32,Paid,Cheque,Sneha Patel,45664.56,10,4566.46,18,7397.66,48495.76,34684,6414.1
INV00000596,2025-01-21,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000044,Twill 140 GSM,Cotton Yarn,Reliance,489,322.71,Paid,Cheque,Amit Shah,157805.19,0,0.0,18,28404.93,186210.12,132519,25286.19
INV00000597,2025-12-22,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000029,Canvas 160 GSM,Technical Textile,Trident,285,246.12,Overdue,RTGS,Vikas Jain,70144.2,0,0.0,18,12625.96,82770.16,52725,17419.2
INV00000598,2025-09-30,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000039,Corduroy 240 GSM,Cotton Yarn,Raymond,67,626.27,Paid,RTGS,Rohit Sharma,41960.09,10,4196.01,18,6797.53,44561.62,32897,4867.08
INV00000599,2024-01-29,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000018,Ribstop 180 GSM,Technical Textile,Welspun,487,257.91,Overdue,UPI,Rohit Sharma,125602.17,5,6280.11,18,21477.97,140800.03,94478,24844.06
INV00000600,2025-10-09,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000036,Ribstop 240 GSM,Linen,Welspun,65,142.16,Paid,RTGS,Amit Shah,9240.4,10,924.04,18,1496.94,9813.3,6890,1426.36
INV00000601,2025-02-18,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000025,Drill 200 GSM,Linen,Alok,117,380.73,Overdue,Cheque,Manish Kumar,44545.41,5,2227.27,18,7617.27,49935.4,33228,9090.14
INV00000602,2024-01-11,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,399,566.57,Overdue,UPI,Neha Joshi,226061.43,15,33909.21,18,34587.4,226739.61,175560,16592.22
INV00000603,2024-02-26,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,16,617.27,Overdue,Cash,Rohit Sharma,9876.32,10,987.63,18,1599.96,10488.65,8272,616.69
INV00000604,2025-12-16,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000048,Twill 100 GSM,Linen,Vardhman,385,588.08,Overdue,RTGS,Rahul Mehta,226410.8,10,22641.08,18,36678.55,240448.27,170170,33599.72
INV00000605,2025-05-24,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000005,Canvas 200 GSM,Viscose,Welspun,400,250.29,Overdue,NEFT,Anjali Gupta,100116.0,10,10011.6,18,16218.79,106323.19,85200,4904.4
INV00000606,2024-09-23,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000043,Voile 240 GSM,Polyester,Raymond,315,232.56,Overdue,RTGS,Manish Kumar,73256.4,15,10988.46,18,11208.23,73476.17,62055,212.94
INV00000607,2025-08-06,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000034,Satin 240 GSM,Viscose,Raymond,181,537.58,Overdue,Cash,Rohit Sharma,97301.98,5,4865.1,18,16638.64,109075.52,75477,16959.88
INV00000608,2025-06-02,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,498,707.42,Pending,Cash,Amit Shah,352295.16,15,52844.27,18,53901.16,353352.05,288840,10610.89
INV00000609,2025-08-06,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,65,212.81,Overdue,RTGS,Neha Joshi,13832.65,15,2074.9,18,2116.4,13874.15,12025,-267.25
INV00000610,2024-05-28,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000044,Twill 140 GSM,Cotton Yarn,Reliance,370,322.71,Overdue,Cash,Neha Joshi,119402.7,10,11940.27,18,19343.24,126805.67,100270,7192.43
INV00000611,2025-05-27,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,85,574.75,Pending,Cash,Priya Verma,48853.75,10,4885.38,18,7914.31,51882.68,39950,4018.38
INV00000612,2025-11-17,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,104,173.1,Overdue,Cheque,Rohit Sharma,18002.4,0,0.0,18,3240.43,21242.83,12896,5106.4
INV00000613,2024-09-20,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,383,195.22,Paid,Cash,Rahul Mehta,74769.26,0,0.0,18,13458.47,88227.73,57833,16936.26
INV00000614,2025-11-03,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000043,Voile 240 GSM,Polyester,Raymond,291,232.56,Overdue,UPI,Amit Shah,67674.96,15,10151.24,18,10354.27,67877.98,57327,196.72
INV00000615,2024-05-01,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,221,456.19,Overdue,NEFT,Manish Kumar,100817.99,15,15122.7,18,15425.15,101120.44,76245,9450.29
INV00000616,2025-07-16,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000008,Voile 160 GSM,Cotton Fabric,Reliance,24,622.3,Paid,UPI,Rohit Sharma,14935.2,10,1493.52,18,2419.5,15861.18,11256,2185.68
INV00000617,2024-04-10,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000030,Twill 120 GSM,Denim,Vardhman,402,424.66,Overdue,UPI,Manish Kumar,170713.32,10,17071.33,18,27655.56,181297.55,143112,10529.99
INV00000618,2024-09-10,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,440,752.59,Paid,NEFT,Amit Shah,331139.6,15,49670.94,18,50664.36,332133.02,245520,35948.66
INV00000619,2024-11-20,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000023,Lycra 120 GSM,Linen,Garden,315,746.96,Pending,Cash,Sneha Patel,235292.4,0,0.0,18,42352.63,277645.03,188370,46922.4
INV00000620,2025-11-25,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000023,Lycra 120 GSM,Linen,Garden,47,746.96,Paid,Cash,Amit Shah,35107.12,15,5266.07,18,5371.39,35212.44,28106,1735.05
INV00000621,2025-05-29,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000039,Corduroy 240 GSM,Cotton Yarn,Raymond,279,626.27,Paid,UPI,Karan Singh,174729.33,10,17472.93,18,28306.15,185562.55,136989,20267.4
INV00000622,2024-04-17,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000018,Ribstop 180 GSM,Technical Textile,Welspun,376,257.91,Paid,RTGS,Rahul Mehta,96974.16,15,14546.12,18,14837.05,97265.08,72944,9484.04
INV00000623,2024-08-27,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000041,Drill 120 GSM,Silk,Welspun,479,139.65,Pending,Cash,Anjali Gupta,66892.35,5,3344.62,18,11438.59,74986.32,54606,8941.73
INV00000624,2024-12-04,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,381,456.19,Overdue,RTGS,Rahul Mehta,173808.39,5,8690.42,18,29721.23,194839.21,131445,33672.97
INV00000625,2024-04-03,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,348,566.57,Paid,Cash,Amit Shah,197166.36,10,19716.64,18,31940.95,209390.67,153120,24329.72
INV00000626,2025-12-29,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000017,Ribstop 320 GSM,Polyester,Arvind,157,787.49,Overdue,UPI,Rohit Sharma,123635.93,15,18545.39,18,18916.3,124006.84,90118,14972.54
INV00000627,2024-04-22,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000020,Denim 100 GSM,Silk,Garden,85,787.32,Pending,Cash,Manish Kumar,66922.2,15,10038.33,18,10239.1,67122.97,50830,6053.87
INV00000628,2025-09-22,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000005,Canvas 200 GSM,Viscose,Welspun,418,250.29,Paid,Cash,Rahul Mehta,104621.22,15,15693.18,18,16007.05,104935.08,89034,-105.96
INV00000629,2024-05-08,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000013,Twill 140 GSM,Linen,Welspun,324,193.63,Pending,UPI,Rahul Mehta,62736.12,5,3136.81,18,10727.88,70327.19,46980,12619.31
INV00000630,2024-09-07,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000042,Voile 180 GSM,Technical Textile,Garden,383,355.46,Overdue,Cash,Neha Joshi,136141.18,15,20421.18,18,20829.6,136549.6,115666,54.0
INV00000631,2024-06-18,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,132,707.42,Paid,UPI,Neha Joshi,93379.44,5,4668.97,18,15967.88,104678.35,76560,12150.47
